timestamp,model_embedding,model_llm,question,answer
2026-03-29T20:53:18.615387,Multilingual All Mini LM,gemma3:4b,"Seorang nahkoda kapal feri karena tidak hati-hati dalam mengemudikan kapal sehingga kapal tersebut menabrak karang dan tenggelam. Tidak ada korban jiwa, tapi beberapa penumpang mengalami luka berat. Pasal apa yang dikenakan dan berapa ancaman hukumannya?","Berdasarkan konteks yang diberikan, nahkoda kapal feri tersebut dapat dikenakan Pasal 330 Kitab Undang-Undang Hukum Pidana (KUHP).

Pasal 330 mengatur tentang seseorang yang karena kelalaian mengakibatkan kapal tenggelam, rusak, atau tidak dapat dipakai. Dalam kasus ini, nahkoda kapal feri menabrak karang sehingga kapal tenggelam. Meskipun tidak ada korban jiwa, beberapa penumpang mengalami luka berat.

Ancaman hukumannya adalah sebagai berikut:

*   Pidana penjara paling lama 5 (lima) tahun atau
*   Pidana denda paling banyak kategori V.

Pilihan antara pidana penjara atau denda akan ditentukan oleh hakim berdasarkan pertimbangan yang ada.

**Referensi:** Pasal 330 KUHP.
"
2026-03-29T20:54:56.932229,Multilingual All Mini LM,gemma3:4b,"Aku baru saja mulai jualan buah pakai timbangan kodok yang aku beli bekas di loakan. Eh, pas aku pakai jualan sebulan, ada pembeli yang komplain katanya timbangannya nggak pas. Pas aku cek ke tukang servis, katanya timbangan itu sudah diakali isinya biar beratnya nambah sendiri padahal ada segel resminya. Kalau aku tetap nekat pakai buat jualan karena nggak ada modal beli baru, apa aku bisa dipolisikan?","Pertanyaan Anda mengenai penggunaan timbangan kodok yang telah diakali untuk menipu pembeli sangat menarik untuk dianalisis dari sudut pandang hukum. Berdasarkan pasal-pasal yang Anda berikan, ada beberapa poin yang relevan untuk dipertimbangkan.

Secara umum, tindakan Anda dalam menggunakan timbangan yang telah diakali untuk menipu pembeli berpotensi menimbulkan tindak pidana. Meskipun tidak ada pasal yang secara spesifik mengatur tentang penggunaan timbangan yang diakali, terdapat beberapa pasal yang dapat diterapkan.

**Potensi Tindak Pidana:**

*   **Pasal 402 (1):** Anda dapat dikenakan pasal ini jika Anda melangsungkan perkawinan (dalam hal ini, penjualan buah) padahal mengetahui bahwa perkawinan tersebut (penjualan) menjadi halangan yang sah untuk dilakukan. Dalam kasus ini, “perkawinan” diartikan sebagai penjualan, dan “halangan yang sah” adalah timbangan yang tidak akurat dan telah diakali.
*   **Pasal 15 (1) & (2):**  Pasal ini mengatur tentang persiapan melakukan tindak pidana.  Dalam kasus Anda, tindakan Anda mempersiapkan dan menggunakan timbangan yang diakali untuk menipu pembeli dapat dikategorikan sebagai persiapan melakukan tindak pidana penipuan.  Pasal 15 (2) menyatakan bahwa persiapan melakukan tindak pidana dipidana jika ditentukan secara tegas dalam undang-undang, dan penggunaan timbangan yang diakali untuk tujuan menipu memenuhi syarat tersebut.
*   **Pasal 439 (1) & (2):** Jika Anda melakukan pencemaran nama baik (meskipun dalam konteks ini lebih ke arah penipuan) terhadap pembeli yang komplain, Anda dapat dikenakan pasal ini, terutama jika Anda menyembunyikan informasi tentang ketidakakuratan timbangan tersebut.

**Sanksi yang Mungkin Diberikan:**

*   **Pidana Penjara:**  Pasal 402 (1) dan Pasal 15 (1) & (2) dapat dikenakan pidana penjara.  Besaran pidana akan bergantung pada pertimbangan hakim, termasuk tingkat kesengajaan dan kerugian yang ditimbulkan.
*   **Pidana Denda:**  Selain pidana penjara, Anda juga dapat dikenakan pidana denda sesuai dengan ketentuan yang berlaku.

**Perampasan Barang:**

*   **Pasal 92 (1) & (2):**  Jika polisi berhasil menyita timbangan yang diakali tersebut, mereka berhak untuk merampas barang tersebut dan meminta Anda menggantinya dengan sejumlah uang sesuai dengan harga pasar.

**Penting untuk diingat:**

*   **Bukti:**  Keberhasilan penegakan hukum akan sangat bergantung pada bukti yang ada, seperti laporan komplain pembeli, hasil pemeriksaan oleh tukang servis, dan bukti-bukti lain yang menunjukkan bahwa timbangan tersebut telah diakali.
*   **Penuntutan:** Keputusan untuk menuntut Anda akan diambil oleh Jaksa Penuntut Umum setelah mempertimbangkan bukti dan pasal-pasal yang relevan.

**Referensi:** [Pasal 402, Pasal 15, Pasal 439, Pasal 92]

**Disclaimer:** Jawaban ini bersifat informatif dan bukan merupakan nasihat hukum. Untuk mendapatkan nasihat hukum yang spesifik dan sesuai dengan situasi Anda, sebaiknya Anda berkonsultasi dengan pengacara.
"
2026-03-29T20:56:56.775837,Indo Sentence BERT,gemma3:4b,"Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?","Pertanyaan: Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?

Jawaban:

Potensi laporan dukun yang mengaku bisa nyantet orang ke polisi memang bisa dipertimbangkan berdasarkan KUHP. Meskipun tidak ada pasal yang secara spesifik menyebutkan “nyantet” atau “dukun”, pernyataan dukun tersebut dapat dikategorikan sebagai **penipuan** atau **mengganggu ketertiban umum**.

Pasal 439 (1) mengatur tentang pencemaran atau pencemaran tertulis terhadap orang yang sudah mati. Namun, jika dukun tersebut secara terbuka mengklaim bisa menyebabkan kematian, ini bisa dianggap sebagai bentuk pencemaran yang merugikan, meskipun belum ada korban.

Selain itu, pernyataan dukun yang berpotensi menimbulkan kepanikan dan ketidakpercayaan terhadap institusi medis atau hukum dapat dikategorikan sebagai **mengganggu ketertiban umum** (Pasal 169 KUHP).

Meskipun demikian, untuk dapat dilanjutkan proses hukum, polisi perlu mengumpulkan bukti yang cukup. Bukti tersebut bisa berupa rekaman pernyataan dukun, laporan warga yang merasa khawatir, atau bukti lain yang menunjukkan bahwa klaim dukun tersebut dapat menimbulkan kerugian atau ketidaknyamanan.

Penting untuk diingat bahwa pembuktian terletak pada jaksa penuntut umum.

[Ref: Pasal 439, Pasal 169]
"
2026-03-29T20:57:19.445647,Indo Sentence BERT,gemma3:4b,Sekelompok remaja bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki merasa terancam. Apakah perbuatan ini bisa dijerat pidana?,"Ya, perbuatan kelompok remaja yang bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki merasa terancam berpotensi dijerat pidana. Hal ini berkaitan dengan beberapa pasal dalam KUHP:

*   **Pasal 256**: Perbuatan ini dapat dikategorikan sebagai “menimbulkan keonaran, atau huru-hara dalam masyarakat” karena adanya potensi bahaya bagi pejalan kaki dan ketertiban umum. Pasal ini mengatur tentang gangguan keamanan dan ketertiban umum akibat pawai, unjuk rasa, atau demonstrasi yang menimbulkan dampak negatif.

*   **Pasal 339**:  Bagian f dari pasal ini menyebutkan tentang “tanpa izin Pejabat yang berwenang menghalang-halangi jalan umum di darat atau di air atau merintangi lalu lintas di tempat tersebut atau menimbulkan halangan atau rintangan karena penggunaan kendaraan di tempat tersebut”. Lemparan batu di jalan raya jelas merupakan penghalang dan rintangan bagi lalu lintas.

*   **Pasal 331**: Meskipun tidak secara eksplisit menyebutkan lemparan batu, perbuatan ini dapat dikategorikan sebagai “kenakalan terhadap orang atau Barang yang dapat menimbulkan bahaya, kerugian, atau kesusahan” karena adanya potensi cedera fisik bagi pejalan kaki.

**Ref: Pasal 256, Pasal 339, Pasal 331**

**Catatan:** Penentuan apakah perbuatan tersebut memenuhi unsur pidana akan bergantung pada bukti dan pertimbangan hakim.
"
2026-03-29T20:58:03.128840,BGE-M3,gemma3:4b,"Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?","Ya, dukun yang terang-terangan mengaku bisa nyantet orang sampai celaka atau mati bisa dilaporin ke polisi berdasarkan KUHP. Hal ini terkait dengan Pasal 252.

Pasal 252 (1) mengatur bahwa setiap orang yang menyatakan dirinya mempunyai kekuatan gaib, memberitahukan, memberikan harapan, menawarkan, atau memberikan bantuan jasa kepada orang lain bahwa karena perbuatannya dapat menimbulkan penyakit, kematian, atau penderitaan mental atau fisik seseorang, dipidana dengan pidana penjara paling lama 1 (satu) tahun 6 (enam) Bulan atau pidana denda paling banyak kategori IV.

Jika dukun tersebut melakukan perbuatan tersebut untuk mencari keuntungan atau menjadikan sebagai mata pencaharian atau kebiasaan, pidananya dapat ditambah 1/3 (satu per tiga).

[Ref: Pasal 252]
"
2026-03-29T20:58:43.457007,Indo Sentence BERT,gemma3:4b,Sekelompok remaja bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki merasa terancam. Apakah perbuatan ini bisa dijerat pidana?,"Ya, perbuatan kelompok remaja yang bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki merasa terancam berpotensi dijerat pidana. Hal ini berkaitan dengan beberapa pasal dalam KUHP:

*   **Pasal 256**: Perbuatan ini dapat dikategorikan sebagai menimbulkan keonaran atau huru-hara dalam masyarakat karena adanya tindakan yang mengganggu ketertiban umum dan menimbulkan rasa takut pada pejalan kaki. Sanksi yang berlaku adalah pidana penjara paling lama 6 (enam) Bulan atau pidana denda paling banyak kategori II.

*   **Pasal 339**:  Meskipun pasal ini lebih fokus pada pelanggaran terkait jalan umum, tindakan melempar batu di jalan raya yang ramai dapat memenuhi unsur-unsur pelanggaran terkait merintangi lalu lintas dan menimbulkan bahaya bagi pengguna jalan.

*   **Pasal 331**:  Tindakan melempar batu yang menyebabkan ketakutan dan terancam pada pejalan kaki dapat dikategorikan sebagai kenakalan yang menimbulkan bahaya, kerugian, atau kesusahan. Sanksi yang berlaku adalah pidana denda paling banyak kategori II.

Perlu diingat bahwa penentuan apakah perbuatan tersebut memenuhi unsur pidana akan bergantung pada bukti dan pertimbangan hakim.

[Ref: Pasal 256, Pasal 339, Pasal 331]"
2026-03-29T21:00:24.211220,Indo Sentence BERT,gemma3:4b,Sekelompok remaja bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam. Apakah perbuatan ini bisa dijerat pidana?,"Ya, perbuatan kelompok remaja yang bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam berpotensi dijerat pidana. Hal ini berkaitan dengan beberapa pasal dalam KUHP:

*   **Pasal 256**: Perbuatan ini dapat dikategorikan sebagai “menimbulkan keonaran, atau huru-hara dalam masyarakat” karena adanya tindakan yang mengganggu ketertiban umum dan menimbulkan rasa takut pada pejalan kaki. Meskipun pasal ini tidak secara spesifik menyebutkan lempar-lemparan batu, prinsip dasarnya adalah setiap tindakan yang menyebabkan gangguan ketertiban umum dapat dikenakan sanksi.

*   **Pasal 321**: Jika lemparan batu tersebut mengakibatkan kerusakan pada kendaraan atau properti, atau bahkan menyebabkan luka berat pada seseorang, maka pasal ini juga dapat diterapkan.  Pasal ini mengatur tentang merusak bangunan untuk lalu lintas umum.

*   **Pasal 331**: Jika tindakan lempar-lemparan batu tersebut dilakukan dengan maksud untuk menimbulkan bahaya, kerugian, atau kesusahan bagi orang lain, maka pasal ini juga relevan.

**Ref: Pasal 256, Pasal 321, Pasal 331**

**Catatan Penting:** Penerapan pasal-pasal ini akan bergantung pada bukti-bukti yang ada, seperti saksi mata, rekaman CCTV, dan tingkat kerusakan yang terjadi.
"
2026-03-29T21:00:34.769364,Multilingual E5 Small,gemma3:4b,"Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?","Pertanyaan: Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?

Jawaban:

Meskipun konteks yang diberikan tidak secara spesifik membahas kasus dukun yang mengaku bisa nyantet, terdapat beberapa pasal yang relevan dalam KUHP yang bisa digunakan untuk melaporkan dugaan tindakan tersebut ke polisi.

Pasal 432 mengatur tentang kewajiban memberikan pertolongan ketika seseorang dalam bahaya maut. Jika dukun tersebut dengan ucapannya secara terang-terangan menimbulkan ancaman yang berpotensi menyebabkan kematian, dan seseorang meninggal dunia akibat ancaman tersebut, dukun tersebut dapat dilaporkan dan dipidana dengan pidana penjara paling lama 6 bulan.

Selain itu, Pasal 195 KUHP mengatur tentang bantuan materiil yang diberikan kepada pihak yang berupaya menggulingkan pemerintah. Jika dukun tersebut menerima bantuan atau dukungan dari pihak lain untuk melakukan nyantet dengan tujuan mengganggu ketertiban umum, dia dapat dikenakan pasal ini.

Namun, perlu diingat bahwa pembuktian bahwa ucapan dukun tersebut menyebabkan seseorang celaka atau mati akan menjadi tantangan tersendiri. Polisi perlu mengumpulkan bukti yang kuat untuk menunjukkan adanya hubungan sebab akibat antara ucapan dukun dan kejadian yang merugikan.

[Ref: Pasal 432, Pasal 195]
"
2026-03-29T21:01:09.037850,Multilingual All Mini LM,gemma3:4b,"Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?","Pertanyaan: Kalau ada dukun di kampung yang terang-terangan ngaku bisa nyantet orang sampai celaka atau mati, apakah dia bisa dilaporin ke polisi pakai KUHP baru?

Jawaban:

Meskipun tidak ada pasal KUHP yang secara spesifik mengatur tentang dukun yang mengaku bisa nyantet, ada beberapa pasal yang bisa digunakan untuk melaporkan dugaan tindak pidana terkait pernyataan tersebut.

Pertama, Pasal 195 ayat (1) huruf b bisa relevan jika dukun tersebut memberikan informasi atau bantuan yang dapat memfasilitasi seseorang untuk melakukan tindakan yang berpotensi membahayakan atau mengganggu keamanan negara, misalnya dengan memberikan informasi tentang target yang akan disantet.

Kedua, Pasal 439 terkait pencemaran nama baik, meskipun targetnya adalah orang yang sudah meninggal, bisa diinterpretasikan secara luas untuk mencakup pernyataan dukun yang dianggap merugikan nama baik seseorang dengan klaim yang tidak berdasar dan berpotensi menimbulkan ketakutan atau kecemasan.

Ketiga, jika pernyataan dukun tersebut dianggap sebagai bentuk penipuan atau pengelabuan, pasal terkait penipuan seperti Pasal 378 KUHP bisa diterapkan.

Namun, penting untuk diingat bahwa pembuktian bahwa pernyataan dukun tersebut menyebabkan kerugian atau bahaya adalah kunci dalam proses hukum. Polisi perlu mengumpulkan bukti yang cukup untuk menunjukkan adanya hubungan sebab akibat antara pernyataan dukun dan kejadian yang merugikan.

[Ref: Pasal 195 ayat (1) huruf b, Pasal 439, Pasal 378]
"
2026-03-29T21:03:16.982317,BGE-M3,gemma3:4b,Sekelompok remaja bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam. Apakah perbuatan ini bisa dijerat pidana?,"Ya, perbuatan kelompok remaja yang bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam berpotensi dijerat pidana. Perbuatan ini dapat dikategorikan sebagai pelanggaran terhadap Pasal 321 Kitab Undang-Undang Hukum Pidana (KUHP).

Pasal 321 mengatur tentang merusak atau menghambat lalu lintas umum. Lemparan batu di jalan raya yang ramai jelas-jelas dapat menyebabkan bahaya bagi keamanan lalu lintas, karena dapat membahayakan keselamatan pengendara maupun pejalan kaki. Jika perbuatan ini mengakibatkan luka berat atau bahkan kematian, maka ancaman pidananya akan semakin berat sesuai dengan ketentuan dalam pasal tersebut.

[Ref: Pasal 321 KUHP]

**Catatan:** Penentuan apakah perbuatan tersebut memenuhi unsur-unsur tindak pidana dan beratnya hukuman akan bergantung pada bukti-bukti yang ada dan pertimbangan hakim.
"
2026-03-29T21:05:31.716183,Multilingual E5 Small,gemma3:4b,Sekelompok remaja bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam. Apakah perbuatan ini bisa dijerat pidana?,"Ya, perbuatan kelompok remaja yang bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam berpotensi dijerat pidana. Perbuatan ini dapat dikategorikan sebagai pelanggaran terhadap Pasal 321 Kitab Undang-Undang Hukum Pidana (KUHP).

Pasal 321 mengatur tentang merusak atau menghambat lalu lintas umum. Lemparan batu yang dilakukan di jalan raya yang ramai dapat dianggap sebagai tindakan yang secara melawan hukum merusak atau menghambat lalu lintas umum, terutama jika menyebabkan ketakutan atau bahaya bagi pejalan kaki.

Besaran ancaman pidana dalam Pasal 321 bervariasi tergantung pada akibatnya:

*   Jika perbuatan tersebut mengakibatkan bahaya bagi keamanan lalu lintas, ancamannya adalah pidana penjara paling lama 7 tahun.
*   Jika mengakibatkan Luka Berat, ancamannya adalah pidana penjara paling lama 9 tahun.
*   Jika mengakibatkan matinya orang, ancamannya adalah pidana penjara paling lama 12 tahun.

Dalam kasus ini, meskipun tidak ada luka berat atau kematian, tindakan lemparan batu sudah cukup untuk memenuhi unsur-unsur pelanggaran Pasal 321, terutama karena menimbulkan ketakutan dan bahaya bagi pejalan kaki.

[Ref: Pasal 321 KUHP]
"
2026-03-29T21:08:09.907984,Multilingual All Mini LM,gemma3:4b,Sekelompok remaja bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam. Apakah perbuatan ini bisa dijerat pidana?,"Kemungkinan besar, perbuatan kelompok remaja yang bermain lempar-lemparan batu di pinggir jalan raya yang ramai sehingga membuat pejalan kaki paruh baya merasa terancam dapat dijerat pidana. Hal ini berkaitan dengan beberapa pasal dalam KUHP, terutama Pasal 339 dan Pasal 321.

Pasal 339 mengatur tentang kewajiban memberikan tanda peringatan dan menjaga keamanan di jalan umum. Lemparan batu yang dilakukan oleh remaja dapat dianggap sebagai tindakan yang tidak memberikan peringatan dan berpotensi menimbulkan bahaya bagi pejalan kaki, sehingga memenuhi unsur pelanggaran Pasal 339.

Selain itu, jika lemparan batu tersebut menyebabkan kerugian atau membahayakan keselamatan pejalan kaki, perbuatan tersebut juga dapat dijerat berdasarkan Pasal 321. Pasal ini mengatur tentang merusak atau menghalangi jalan umum.

Pasal 15 KUHP juga relevan dalam konteks ini, karena mengatur tentang persiapan melakukan Tindak Pidana. Jika remaja tersebut sudah merencanakan atau mempersiapkan tindakan lempar batu tersebut, maka mereka dapat dipidana berdasarkan Pasal 15.

Meskipun demikian, penentuan hukum tetap bergantung pada bukti dan pertimbangan hakim.

[Ref: Pasal 339, Pasal 321, Pasal 15]
"
2026-03-29T21:09:28.359181,Indo Sentence BERT,gemma3:4b,Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?,"Pertanyaan: Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?

Jawaban: Ya, ada beberapa pasal dalam KUHP yang bisa relevan dalam kasus seperti ini, meskipun kasusnya tergolong “receh”.  Kasus kebisingan ini bisa dikategorikan sebagai gangguan ketenteraman umum.

Pasal 303 ayat (1) mengatur tentang “Setiap Orang yang membuat gaduh di dekat tempat untuk menjalankan ibadah pada waktu ibadah sedang berlangsung, dipidana dengan pidana denda paling banyak kategori I.”  Meskipun tidak ada yang menyebutkan “tempat untuk menjalankan ibadah”, prinsip gangguan ketenteraman umum tetap berlaku. Karaokean di jam-jam tertentu, terutama di malam hari, dapat mengganggu ketentraman warga.

Selain itu, Pasal 412 ayat (1) mengatur tentang “Setiap Orang yang melakukan hidup bersama sebagai suami istri di luar perkawinan dipidana dengan pidana penjara paling lama 6 (enam) Bulan atau pidana denda paling banyak kategori II.”  Meskipun tidak secara langsung berkaitan dengan karaokean, jika kegiatan karaokean tersebut dilakukan secara berlebihan dan mengganggu ketentraman warga, hal ini bisa dianggap sebagai pelanggaran terhadap hak warga lain untuk menikmati ketentraman dan ketenangan hidup.

Meskipun ancaman pidananya relatif ringan (denda kategori I atau penjara 6 bulan),  tetap ada dasar hukum untuk meminta pihak terkait (tetangga yang karaokean) untuk menghentikan kegiatan tersebut.  Selain itu,  pihak tetangga dapat mengajukan laporan ke polisi jika gangguan kebisingan terus berlanjut.

[Ref: Pasal 303 ayat (1), Pasal 412 ayat (1)]
"
2026-03-29T21:10:30.142709,BGE-M3,gemma3:4b,Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?,"Pertanyaan: Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?

Jawaban: Ya, ada kok aturan hukumnya untuk kasus seperti ini. Berdasarkan pasal yang Anda berikan, kejadian tetangga karaokean hingga mengganggu ketenteraman lingkungan pada malam hari bisa diatur oleh **Pasal 265 Kitab Undang-Undang Hukum Pidana (KUHP)**.

Pasal 265 menyebutkan bahwa setiap orang yang mengganggu ketenteraman lingkungan dengan membuat hingar-bingar atau berisik pada malam hari, dipidana dengan pidana denda paling banyak kategori I.  Meskipun kasusnya “receh”, gangguan ketenteraman lingkungan adalah pelanggaran hukum yang dapat dikenakan sanksi pidana.

Selain itu, jika tindakan karaokean tersebut dilakukan secara berulang-ulang, hal ini bisa diperhitungkan dalam perbarengan sesuai **Pasal 125 KUHP** yang mengatur tentang penjatuhan satu pidana untuk beberapa perbuatan yang memenuhi ketentuan pidana yang sama.

Untuk penegakan hukum, polisi atau jaksa akan mempertimbangkan bukti-bukti seperti laporan warga, rekaman suara, dan bukti lainnya untuk membuktikan bahwa kegiatan karaoke tersebut benar-benar mengganggu ketenteraman lingkungan.

[Ref: Pasal 265 KUHP]
"
2026-03-29T21:10:47.980388,Indo Sentence BERT,gemma3:4b,Seorang hacker berhasil masuk ke sistem komputer perusahaan swasta dengan cara membobol sistem keamanannya untuk mencuri data pelanggan. Pasal apa yang paling tepat dikenakan?,"Berdasarkan konteks yang diberikan, Pasal 332 (1) dan (2) Undang-Undang Kitab Hukum Pidana (KUHP) adalah yang paling tepat dikenakan dalam kasus ini.

**Penjelasan:**

Pasal 332 (1) menyatakan bahwa setiap orang yang dengan sengaja dan tanpa hak atau melawan hukum mengakses Komputer dan/atau sistem elektronik milik orang lain dengan cara apa pun, dipidana dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori V.

Pasal 332 (2) menambahkan bahwa jika akses tersebut dilakukan dengan tujuan untuk memperoleh Informasi Elektronik dan/atau dokumen elektronik, maka ancamannya menjadi pidana penjara paling lama 7 (tujuh) tahun atau pidana denda paling banyak kategori V.

Dalam kasus hacker yang berhasil masuk ke sistem perusahaan swasta dan mencuri data pelanggan, tindakan tersebut memenuhi unsur-unsur yang diatur dalam Pasal 332 (1) dan (2).  Ia mengakses sistem komputer secara ilegal dengan tujuan memperoleh informasi (data pelanggan), yang merupakan pelanggaran hukum.

**Referensi:** Pasal 332 (1) dan (2) Dipidana dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori V.
"
2026-03-29T21:10:59.206553,Multilingual E5 Small,gemma3:4b,Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?,"Pertanyaan: Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?

Jawaban: Ya, ada kok aturan hukumnya untuk kasus seperti ini. Meskipun terlihat “receh”, gangguan ketenteraman lingkungan yang dilakukan dengan cara membuat hingar-bingar atau berisik pada malam hari, seperti yang diatur dalam **Pasal 265** KUHP, dapat dikenakan pidana.

Pasal 265 menyebutkan bahwa setiap orang yang mengganggu ketenteraman lingkungan dengan membuat hingar-bingar atau berisik pada malam hari dapat dipidana dengan pidana denda.  Meskipun ancamannya denda, pengadilan dapat mempertimbangkan hal-hal lain seperti dampak gangguan yang Anda dan keluarga alami. Selain itu,  **Pasal 85** KUHP juga mengatur tentang pidana kerja sosial yang dapat dijatuhkan jika terdakwa melakukan tindak pidana yang diancam dengan pidana penjara kurang dari 5 tahun, dan hakim menjatuhkan pidana penjara paling lama 6 bulan atau pidana denda paling banyak kategori II.  Dalam hal ini, pidana kerja sosial bisa menjadi alternatif hukuman selain denda.

[Ref: Pasal 265, Pasal 85]
"
2026-03-29T21:11:51.678431,Multilingual All Mini LM,gemma3:4b,Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?,"Pertanyaan: Tetangga sebelah sering banget karaokean dan setel musik kenceng-kenceng jam 1 pagi sampai saya sekeluarga nggak bisa tidur. Ada nggak sih aturan hukumnya buat kasus receh begini?

Jawaban: Ya, ada beberapa pasal dalam KUHP yang bisa relevan dalam kasus seperti ini, meskipun kasusnya tergolong “receh”. Kasus ini bisa dikategorikan sebagai pelanggaran terhadap ketertiban umum.

Pasal 288 adalah pasal yang paling relevan. Pasal ini mengatur tentang orang yang tanpa alasan yang sah tidak menghadap atau meminta wakilnya menghadap saat dipanggil di muka pengadilan. Dalam konteks ini, meskipun tidak ada panggilan pengadilan secara formal, tindakan karaokean berisik pada dini hari dapat dianggap sebagai gangguan ketertiban umum yang mengganggu ketentraman warga.  Pelanggaran terhadap pasal ini dapat dikenakan pidana denda paling banyak kategori II.

Selain itu, Pasal 15 juga relevan. Pasal ini mengatur tentang persiapan melakukan Tindak Pidana.  Dalam kasus ini, tindakan karaokean berisik pada dini hari bisa dianggap sebagai persiapan untuk menciptakan kondisi yang mengganggu ketentraman warga.  Meskipun ancaman pidananya tidak terlalu berat (satu per dua dari ancaman pokok), persiapan ini tetap dapat dipidana.

Meskipun kasusnya “receh”, pelanggaran terhadap ketertiban umum tetap merupakan pelanggaran hukum.  Pihak tetangga dapat melaporkan kejadian ini ke pihak berwajib. [Ref: Pasal 288, Pasal 15]
"
2026-03-29T21:12:00.355953,BGE-M3,gemma3:4b,Seorang hacker berhasil masuk ke sistem komputer perusahaan swasta dengan cara membobol sistem keamanannya untuk mencuri data pelanggan. Pasal apa yang paling tepat dikenakan?,"Berdasarkan konteks yang diberikan, Pasal 332 ayat (2) KUHP adalah yang paling tepat dikenakan dalam kasus ini.

**Penjelasan:**

Pasal 332 ayat (2) menyatakan bahwa “Setiap Orang dengan sengaja dan tanpa hak atau melawan hukum mengakses Komputer dan/atau sistem elektronik dengan cara apa pun, dengan tujuan untuk memperoleh Informasi Elektronik dan/atau dokumen elektronik, dipidana dengan pidana penjara paling lama 7 (tujuh) tahun atau pidana denda paling banyak kategori V.”

Kasus hacker yang berhasil masuk ke sistem komputer perusahaan dan mencuri data pelanggan memenuhi unsur-unsur dalam pasal ini:

*   **Sengaja dan tanpa hak:** Hacker melakukan akses secara sengaja dan tanpa izin.
*   **Mengakses Komputer dan/atau sistem elektronik:** Hacker berhasil masuk ke sistem komputer perusahaan.
*   **Dengan tujuan memperoleh Informasi Elektronik dan/atau dokumen elektronik:** Tujuan hacker adalah mencuri data pelanggan, yang merupakan informasi elektronik dan dokumen elektronik.

**Referensi:** Pasal 332 ayat (2) KUHP.
"
